ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,GRD OFF,GRD COUNT,ENRL TOT,LONG CRSE TITLE,INSTR NAME
22W,STATS  ,10      ,D  ,1,149,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,F  ,1,149,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,I  ,1,149,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,P  ,3,149,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,A+ ,43,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,A  ,28,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,A- ,18,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,B+ ,10,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,B  ,19,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,B- ,5,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,C+ ,12,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,C  ,3,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,D+ ,2,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,D- ,2,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,F  ,1,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,I  ,1,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,P  ,1,145,Introduction to Statistical Reasoning,"CHA, MARIA"
22W,STATS  ,10      ,A+ ,34,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,A  ,51,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,A- ,19,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,B+ ,12,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,B  ,6,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,B- ,5,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,C+ ,6,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,C  ,5,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,C- ,2,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,F  ,1,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,NP ,1,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,P  ,3,145,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,A+ ,45,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,A  ,44,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,A- ,14,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,B+ ,12,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,B  ,11,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,B- ,1,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,C+ ,6,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,C  ,4,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,C- ,2,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,F  ,1,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,I  ,1,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,NP ,1,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,10      ,P  ,1,143,Introduction to Statistical Reasoning,"WANG, BINGLING"
22W,STATS  ,13      ,A  ,56,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,A- ,28,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,B+ ,14,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,B  ,28,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,B- ,10,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,C+ ,4,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,C  ,6,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,C- ,3,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,P  ,2,151,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,A  ,28,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,A- ,13,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,B+ ,11,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,B  ,8,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,B- ,6,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,C+ ,2,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,C  ,2,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,C- ,2,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,D+ ,1,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,D  ,1,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,NP ,1,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,13      ,P  ,1,76,Introduction to Statistical Methods for Life and Health Sciences,"ZANONTIAN, LINDA ANIA"
22W,STATS  ,20      ,A+ ,8,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,A  ,82,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,A- ,8,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,B+ ,18,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,B  ,6,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,B- ,5,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,C+ ,3,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,C  ,2,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,NP ,1,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,20      ,P  ,3,136,Introduction to Statistical Programming with R,"TSIANG, MICHAEL"
22W,STATS  ,21      ,A  ,53,73,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
22W,STATS  ,21      ,A- ,4,73,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
22W,STATS  ,21      ,B+ ,8,73,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
22W,STATS  ,21      ,B  ,5,73,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
22W,STATS  ,21      ,B- ,1,73,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
22W,STATS  ,21      ,C  ,1,73,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
22W,STATS  ,21      ,D  ,1,73,Python and Other Technologies for Data Science,"CHEN, MILES SATORI"
22W,STATS  ,100A    ,A+ ,26,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,A  ,11,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,A- ,5,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,B+ ,8,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,B  ,5,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,B- ,3,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,C+ ,1,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,C  ,4,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,C- ,3,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,D  ,1,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,P  ,1,68,Introduction to Probability,"PAIK SCHOENBERG, FREDERIC ROLAND"
22W,STATS  ,100A    ,A+ ,2,63,Introduction to Probability,"SANCHEZ, JUANA"
22W,STATS  ,100A    ,A  ,26,63,Introduction to Probability,"SANCHEZ, JUANA"
22W,STATS  ,100A    ,A- ,16,63,Introduction to Probability,"SANCHEZ, JUANA"
22W,STATS  ,100A    ,B+ ,7,63,Introduction to Probability,"SANCHEZ, JUANA"
22W,STATS  ,100A    ,B  ,8,63,Introduction to Probability,"SANCHEZ, JUANA"
22W,STATS  ,100A    ,D  ,2,63,Introduction to Probability,"SANCHEZ, JUANA"
22W,STATS  ,100A    ,P  ,2,63,Introduction to Probability,"SANCHEZ, JUANA"
22W,STATS  ,100B    ,A+ ,1,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,A  ,11,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,A- ,6,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,B+ ,10,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,B  ,6,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,B- ,5,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,C+ ,2,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,C  ,1,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,I  ,1,43,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,A+ ,1,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,A  ,10,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,A- ,6,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,B+ ,9,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,B  ,6,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,B- ,4,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,C+ ,4,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,P  ,1,41,Introduction to Mathematical Statistics,"MADRID PADILLA, OSCAR HERNAN"
22W,STATS  ,100B    ,A+ ,1,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,A  ,6,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,A- ,3,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,B+ ,6,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,B  ,12,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,B- ,6,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,C+ ,7,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,C  ,2,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,C- ,2,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,P  ,1,46,Introduction to Mathematical Statistics,"LI, JINGYI"
22W,STATS  ,100B    ,A  ,9,34,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
22W,STATS  ,100B    ,A- ,8,34,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
22W,STATS  ,100B    ,B+ ,5,34,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
22W,STATS  ,100B    ,B  ,8,34,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
22W,STATS  ,100B    ,B- ,3,34,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
22W,STATS  ,100B    ,C+ ,1,34,Introduction to Mathematical Statistics,"CHRISTOU, NICOLAS"
22W,STATS  ,100C    ,A+ ,11,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,A  ,8,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,A- ,10,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,B+ ,10,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,B  ,6,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,C+ ,5,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,C  ,1,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,C- ,1,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,100C    ,P  ,1,53,Linear Models,"AMINI, ARASH ALI"
22W,STATS  ,101A    ,A+ ,10,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,A  ,7,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,A- ,8,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,B+ ,4,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,B  ,10,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,B- ,5,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,C+ ,1,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,C  ,1,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,D+ ,2,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,D  ,1,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,F  ,3,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,I  ,2,54,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,A+ ,18,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,A  ,6,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,A- ,9,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,B+ ,11,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,B  ,6,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,B- ,3,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,C+ ,4,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,C  ,3,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,C- ,1,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,D+ ,3,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,D- ,1,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,F  ,1,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,101A    ,P  ,1,67,Introduction to Data Analysis and Regression,"ALMOHALWAS, AKRAM M"
22W,STATS  ,102A    ,A+ ,4,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,A  ,32,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,A- ,7,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,B+ ,13,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,B  ,4,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,B- ,6,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,C+ ,3,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,C  ,2,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,D  ,1,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,A+ ,3,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,A  ,38,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,A- ,6,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,B+ ,9,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,B  ,6,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,B- ,2,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,C+ ,2,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,C  ,3,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,D  ,1,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,I  ,1,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,NP ,1,72,Introduction to Computational Statistics with R,"CHEN, MILES SATORI"
22W,STATS  ,102A    ,A  ,11,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,A- ,16,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,B+ ,10,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,B  ,3,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,B- ,9,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,C+ ,9,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,C  ,4,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,C- ,2,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,D  ,1,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,F  ,5,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,NP ,1,71,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,A+ ,1,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,A  ,15,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,A- ,13,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,B+ ,5,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,B  ,6,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,B- ,4,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,C+ ,9,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,C  ,4,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,C- ,5,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,D  ,2,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,102A    ,F  ,3,67,Introduction to Computational Statistics with R,"WU, GUANI"
22W,STATS  ,140XP   ,IP ,40,40,Practice of Statistical Consulting,"LEW, VIVIAN"
22W,STATS  ,140XP   ,IP ,28,28,Practice of Statistical Consulting,"LEW, VIVIAN"
22W,STATS  ,141XP   ,A+ ,7,26,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,A  ,17,26,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,A- ,2,26,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,A+ ,4,32,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,A  ,18,32,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,A- ,6,32,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,B+ ,3,32,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,B  ,1,32,Practice of Statistical Consulting,"ESFANDIARI, MARYAM MAHTASH"
22W,STATS  ,141XP   ,A+ ,21,40,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
22W,STATS  ,141XP   ,A  ,18,40,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
22W,STATS  ,141XP   ,C+ ,1,40,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
22W,STATS  ,141XP   ,A+ ,8,40,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
22W,STATS  ,141XP   ,A  ,32,40,Practice of Statistical Consulting,"ZES, DAVID ANTHONY"
22W,STATS  ,147     ,A+ ,2,32,Data Technologies for Data Scientists,"TSIANG, MICHAEL"
22W,STATS  ,147     ,A  ,30,32,Data Technologies for Data Scientists,"TSIANG, MICHAEL"
22W,STATS  ,M148    ,A  ,17,24,Experience of Data Science,"GOULD, ROBERT L"
22W,STATS  ,M148    ,A- ,7,24,Experience of Data Science,"GOULD, ROBERT L"
22W,STATS  ,170     ,A+ ,3,32,Introduction to Time-Series Analysis,"SANCHEZ, JUANA"
22W,STATS  ,170     ,A  ,10,32,Introduction to Time-Series Analysis,"SANCHEZ, JUANA"
