ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,LONG CRSE TITLE,INSTR NAME,GRD OFF,GRD COUNT,ENRL TOT
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",C+,3,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",C,6,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",F,3,276
22S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZES, DAVID ANTHONY",D+,1,276
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"LEW, VIVIAN",A+,3,74
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"LEW, VIVIAN",A,59,74
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"LEW, VIVIAN",A-,5,74
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"LEW, VIVIAN",B+,4,74
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"LEW, VIVIAN",B-,1,74
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"LEW, VIVIAN",C,1,74
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"LEW, VIVIAN",F,1,74
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A+,9,72
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A,33,72
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A-,14,72
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B+,9,72
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B,4,72
22S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B-,3,72
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",A+,6,142
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",A,39,142
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",B+,9,142
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",B,78,142
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",C+,3,142
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",C,6,142
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"CHENG, GUANG",F,1,142
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A+,7,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A,11,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A-,11,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B+,7,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B,9,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B-,3,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",C,2,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",C-,2,53
22S,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",D,1,53
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A+,7,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A,9,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A-,19,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B+,5,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B,11,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B-,4,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C+,8,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C,7,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",D+,2,73
22S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",F,1,73
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",A+,3,27
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",A,4,27
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",A-,4,27
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",B+,5,27
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",B,3,27
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",B-,4,27
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",C+,2,27
22S,STATS,100C,LINEAR MODELS,"MADRID PADILLA, OSCAR HERNAN",C,2,27
22S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A,18,51
22S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A-,5,51
22S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B+,19,51
22S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B,9,51
22S,STATS,100C,LINEAR MODELS,"TSIANG, MICHAEL",A+,10,56
22S,STATS,100C,LINEAR MODELS,"TSIANG, MICHAEL",A,29,56
22S,STATS,100C,LINEAR MODELS,"TSIANG, MICHAEL",A-,11,56
22S,STATS,100C,LINEAR MODELS,"TSIANG, MICHAEL",B+,3,56
22S,STATS,100C,LINEAR MODELS,"TSIANG, MICHAEL",B,2,56
22S,STATS,100C,LINEAR MODELS,"TSIANG, MICHAEL",B-,1,56
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A+,1,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A,45,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A-,10,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B+,9,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B,11,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B-,1,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",C+,3,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",C,5,86
22S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",D-,1,86
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",A+,3,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",A,27,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",A-,9,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",B+,13,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",B,19,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",B-,17,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C+,14,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C,9,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C-,7,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",D+,5,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",D,4,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",F,5,132
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A+,15,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A,19,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A-,12,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B+,6,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B,7,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B-,5,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C+,3,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C,3,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C-,2,72
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",A+,2,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",A,9,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",A-,9,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",B+,7,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",B,6,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",B-,5,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",C+,1,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",C,3,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",D,1,45
22S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"SANCHEZ, JUANA",F,2,45
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",A+,1,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",A,8,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",A-,8,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",B+,10,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",B,5,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",B-,5,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",C+,7,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",C,8,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",C-,7,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",D,4,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WU, GUANI",F,2,65
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",A+,6,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",A,11,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",A-,3,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",B+,1,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",B,5,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",C+,1,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",C,1,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",C-,1,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHEN, MILES SATORI",F,1,30
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"TSIANG, MICHAEL",A+,2,66
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"TSIANG, MICHAEL",A,45,66
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"TSIANG, MICHAEL",A-,4,66
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"TSIANG, MICHAEL",B+,5,66
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"TSIANG, MICHAEL",B,3,66
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"TSIANG, MICHAEL",B-,5,66
221,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"TSIANG, MICHAEL",C+,2,66
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A+,8,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A,43,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A-,7,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B,8,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B-,2,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C+,1,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C,4,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",F,2,80
221,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B+,5,80
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A+,1,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A,2,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",A-,5,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B+,1,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B,1,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",B-,4,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",C,2,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",C-,1,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"SANCHEZ, JUANA",F,5,22
221,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A+,7,40
221,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A,24,40
221,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A-,4,40
221,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",B+,2,40
221,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",B,1,40
221,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",B-,2,40
221,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A,6,21
221,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A-,12,21
221,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B+,3,21
221,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A,8,15
221,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A-,4,15
221,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B+,3,15
221,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",A+,32,66
221,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",A,14,66
221,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",A-,9,66
221,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",B+,4,66
221,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",B,6,66
221,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"ALMOHALWAS, AKRAM M",B-,1,66
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A+,11,60
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A,10,60
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A-,15,60
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B+,9,60
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B,8,60
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B-,1,60
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",C,5,60
221,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",F,1,60
221,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",A+,6,59
221,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",A,39,59
221,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",A-,6,59
221,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",B+,3,59
221,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",B,3,59
221,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",C+,1,59
221,STATS,101C,INTRODUCTION TO STATISTICAL MODELS AND DATA MINING,"CHEN, MILES SATORI",C-,1,59
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A,12,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A-,8,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B+,6,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B,3,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B-,3,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C+,9,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C,5,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C-,4,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",D,2,54
221,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",F,2,54
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A+,3,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A,28,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",A-,10,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B+,6,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B,4,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",B-,1,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C+,1,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",C,6,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",D+,2,64
221,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"CHEN, MILES SATORI",F,3,64
221,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, YINGNIAN",A+,20,67
221,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, YINGNIAN",A,36,67
221,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, YINGNIAN",A-,3,67
221,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, YINGNIAN",B+,1,67
221,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, YINGNIAN",B,3,67
221,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, YINGNIAN",C,2,67
221,STATS,102C,INTRODUCTION TO MONTE CARLO METHODS,"WU, YINGNIAN",D,2,67
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A+,113,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A,83,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",A-,53,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B+,33,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B,35,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",B-,14,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C+,23,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C,25,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",C-,1,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A+,90,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A,120,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,33,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B+,17,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B,7,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B-,5,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C+,7,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C,3,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C-,1,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D,1,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",F,2,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D+,1,287
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",D+,1,382
22F,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"CHA, MARIA",F,1,382
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A+,14,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A,165,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",A-,51,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B+,18,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B,15,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",B-,4,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C+,2,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",C,1,271
22F,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"TSIANG, MICHAEL",F,1,271
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A,11,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A-,13,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B+,14,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B,13,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B-,11,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",C+,8,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",C,3,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",C-,1,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",D,1,77
22F,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",F,2,77
22F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A+,2,65
22F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A,18,65
22F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A-,13,65
22F,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B+,16,65
